noticeIdentifier,noticeVersion,procedureLotResultNumber,receivedSubmissionsCount,receivedSubmissionsType
1cbc2be9-77e9-4ffa-9a20-800fad6e93c3,01,0,9,tenders
1cbc2be9-77e9-4ffa-9a20-800fad6e93c3,01,0,9,t-esubm
1cbc2be9-77e9-4ffa-9a20-800fad6e93c3,01,0,9,t-sme
1cbc2be9-77e9-4ffa-9a20-800fad6e93c3,01,0,0,t-oth-eea
1cbc2be9-77e9-4ffa-9a20-800fad6e93c3,01,0,0,t-no-eea
a5a8d359-ffca-4d30-8c7f-1be5e578381a,01,0,1,tenders
a5a8d359-ffca-4d30-8c7f-1be5e578381a,01,0,1,t-esubm
a5a8d359-ffca-4d30-8c7f-1be5e578381a,01,0,0,t-sme
a5a8d359-ffca-4d30-8c7f-1be5e578381a,01,0,0,t-oth-eea
a5a8d359-ffca-4d30-8c7f-1be5e578381a,01,0,0,t-no-eea
cbc38ace-ae5a-48fb-826f-0e56e65dcf44,01,0,6,t-esubm
cc2d829a-34b8-48aa-a872-94a33787ac01,01,0,7,tenders
af662d6d-6dd9-47a9-b947-69930e5be98a,01,0,5,
af662d6d-6dd9-47a9-b947-69930e5be98a,01,0,0,
76a4abec-70c6-4ed9-84f2-9cc496ac0c8d,01,0,1,tenders
b8ee89a5-dff2-4f48-8e18-3179c15c7176,01,0,6,tenders
b8ee89a5-dff2-4f48-8e18-3179c15c7176,01,0,6,t-esubm
b8ee89a5-dff2-4f48-8e18-3179c15c7176,01,0,2,t-sme
508ca28a-585d-4af7-ae3e-01f3b25617b3,01,0,1,
508ca28a-585d-4af7-ae3e-01f3b25617b3,01,0,0,
508ca28a-585d-4af7-ae3e-01f3b25617b3,01,1,3,
508ca28a-585d-4af7-ae3e-01f3b25617b3,01,1,2,
508ca28a-585d-4af7-ae3e-01f3b25617b3,01,1,0,
b96be751-fb7a-4b0e-8c51-95cf2f0b6932,01,0,0,
2cffc857-8981-4b4c-b243-57cfade63ceb,01,0,10,t-esubm
f439fc31-d3e0-4ed6-b2be-171c7602f2de,01,0,2,
f439fc31-d3e0-4ed6-b2be-171c7602f2de,01,0,0,
1ab5d1a7-fe8d-419a-9db7-79d39fe0c7e2,01,0,3,t-esubm
ff2104f9-1865-47f2-9eb6-492ec5350a0f,01,0,1,tenders
ff2104f9-1865-47f2-9eb6-492ec5350a0f,01,0,1,t-esubm
ff2104f9-1865-47f2-9eb6-492ec5350a0f,01,0,1,t-sme
c9741f16-aea4-4b1f-905d-999a6eff6661,01,0,4,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,0,0,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,0,1,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,1,4,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,1,0,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,1,1,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,2,4,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,2,0,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,2,1,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,3,4,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,3,0,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,3,1,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,4,4,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,4,0,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,4,1,
ce81ab80-ec22-4e38-96c7-a762aaf4761a,01,0,2,t-esubm
154276a1-4b77-4421-affc-870c5617d15b,01,0,2,tenders
154276a1-4b77-4421-affc-870c5617d15b,01,0,2,t-esubm
154276a1-4b77-4421-affc-870c5617d15b,01,0,2,t-sme
154276a1-4b77-4421-affc-870c5617d15b,01,0,0,t-oth-eea
8bb86434-f323-438c-b410-688eea1e9382,01,0,9,tenders
8bb86434-f323-438c-b410-688eea1e9382,01,0,9,t-esubm
8bb86434-f323-438c-b410-688eea1e9382,01,0,6,t-sme
b225ac0d-7f96-4f8c-b700-3633e085621c,01,0,3,tenders
b225ac0d-7f96-4f8c-b700-3633e085621c,01,0,3,t-esubm
b225ac0d-7f96-4f8c-b700-3633e085621c,01,0,2,t-sme
b225ac0d-7f96-4f8c-b700-3633e085621c,01,0,0,t-oth-eea
b225ac0d-7f96-4f8c-b700-3633e085621c,01,0,0,t-no-eea
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,0,2,tenders
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,1,7,tenders
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,2,4,tenders
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,3,4,tenders
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,4,6,tenders
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,5,4,tenders
e79bb7f2-a797-4169-abb8-05686d80f70c,01,0,2,tenders
e79bb7f2-a797-4169-abb8-05686d80f70c,01,0,2,t-esubm
e79bb7f2-a797-4169-abb8-05686d80f70c,01,0,2,t-sme
e79bb7f2-a797-4169-abb8-05686d80f70c,01,0,1,t-oth-eea
9fab6856-357f-44cb-a8f7-1b3a015751da,01,0,2,tenders
9fab6856-357f-44cb-a8f7-1b3a015751da,01,0,2,t-esubm
9fab6856-357f-44cb-a8f7-1b3a015751da,01,0,0,t-sme
1bc79d4d-4082-437e-9e3a-1e7a5bfcbe89,01,0,4,
ea6b8124-9d3e-47b1-8200-425ac8a738d0,01,0,3,
ea6b8124-9d3e-47b1-8200-425ac8a738d0,01,0,11,
ea6b8124-9d3e-47b1-8200-425ac8a738d0,01,0,2,
ea6b8124-9d3e-47b1-8200-425ac8a738d0,01,0,1,
ea6b8124-9d3e-47b1-8200-425ac8a738d0,01,0,0,
cf7fd649-8c6c-4db7-aeaa-8b6adf173b11,01,0,0,tenders
069f2e57-7452-4eec-8c81-59e0faf49d5e,01,0,10,tenders
c1fccf1b-9a52-4960-a3e3-1066df557382,01,0,10,
c1fccf1b-9a52-4960-a3e3-1066df557382,01,0,0,
0d06762e-e42a-44c3-96ef-618a5fa055fd,01,0,1,tenders
0d06762e-e42a-44c3-96ef-618a5fa055fd,01,0,1,t-sme
0d06762e-e42a-44c3-96ef-618a5fa055fd,01,0,0,t-no-eea
0d06762e-e42a-44c3-96ef-618a5fa055fd,01,0,0,t-oth-eea
0d06762e-e42a-44c3-96ef-618a5fa055fd,01,0,1,t-esubm
0d06762e-e42a-44c3-96ef-618a5fa055fd,01,1,2,tenders
0d06762e-e42a-44c3-96ef-618a5fa055fd,01,1,2,t-sme
0d06762e-e42a-44c3-96ef-618a5fa055fd,01,1,0,t-no-eea
0d06762e-e42a-44c3-96ef-618a5fa055fd,01,1,0,t-oth-eea
0d06762e-e42a-44c3-96ef-618a5fa055fd,01,1,1,t-esubm
255a6420-e1db-4b4a-bd00-02847c49b7bd,01,0,0,tenders
fef55906-ff0b-49ed-baed-06312268141a,01,0,3,
ea8f1a43-9513-41a0-8a4d-0cd582862db3,01,0,2,tenders
ea8f1a43-9513-41a0-8a4d-0cd582862db3,01,0,2,t-sme
ea8f1a43-9513-41a0-8a4d-0cd582862db3,01,0,0,t-no-eea
ea8f1a43-9513-41a0-8a4d-0cd582862db3,01,0,0,t-oth-eea
ea8f1a43-9513-41a0-8a4d-0cd582862db3,01,0,2,t-esubm
ea399951-3dbe-4ef5-bed6-49aca30291ac,01,0,5,tenders
ea399951-3dbe-4ef5-bed6-49aca30291ac,01,0,5,t-esubm
ea399951-3dbe-4ef5-bed6-49aca30291ac,01,0,5,t-sme
d54ec781-962f-409c-a82b-f09e4e169ca3,01,0,5,
d54ec781-962f-409c-a82b-f09e4e169ca3,01,0,0,
d54ec781-962f-409c-a82b-f09e4e169ca3,01,0,1,
232a86f2-44bc-4701-b740-2c7275873a1f,01,0,19,t-esubm
232a86f2-44bc-4701-b740-2c7275873a1f,01,1,19,t-esubm
232a86f2-44bc-4701-b740-2c7275873a1f,01,2,19,t-esubm
232a86f2-44bc-4701-b740-2c7275873a1f,01,3,21,t-esubm
232a86f2-44bc-4701-b740-2c7275873a1f,01,4,21,t-esubm
232a86f2-44bc-4701-b740-2c7275873a1f,01,5,22,t-esubm
57ece606-117a-426d-a888-4af660b56f3e,01,0,7,tenders
57ece606-117a-426d-a888-4af660b56f3e,01,0,7,t-esubm
57ece606-117a-426d-a888-4af660b56f3e,01,0,7,t-sme
29c7ca20-b67c-40b2-87ac-9686db66acaa,01,0,5,tenders
29c7ca20-b67c-40b2-87ac-9686db66acaa,01,0,5,t-esubm
29c7ca20-b67c-40b2-87ac-9686db66acaa,01,0,4,t-sme
29c7ca20-b67c-40b2-87ac-9686db66acaa,01,0,0,t-oth-eea
29c7ca20-b67c-40b2-87ac-9686db66acaa,01,0,0,t-no-eea
f0c5d53b-9cb6-47fe-9daf-310dfde71f38,01,0,2,tenders
f0c5d53b-9cb6-47fe-9daf-310dfde71f38,01,0,2,t-esubm
f0c5d53b-9cb6-47fe-9daf-310dfde71f38,01,0,2,t-sme
5b6d92e9-a4ab-4d47-90c0-342cc5774de2,01,0,2,t-esubm
56123ce9-7570-44f8-898c-ccbf61ddfdba,01,0,13,tenders
56123ce9-7570-44f8-898c-ccbf61ddfdba,01,0,13,t-esubm
56123ce9-7570-44f8-898c-ccbf61ddfdba,01,0,5,t-sme
56123ce9-7570-44f8-898c-ccbf61ddfdba,01,1,11,tenders
56123ce9-7570-44f8-898c-ccbf61ddfdba,01,1,11,t-esubm
56123ce9-7570-44f8-898c-ccbf61ddfdba,01,1,5,t-sme
a4cd7a04-bb82-447d-80ff-207898189a11,01,0,4,tenders
a4cd7a04-bb82-447d-80ff-207898189a11,01,0,4,t-esubm
a4cd7a04-bb82-447d-80ff-207898189a11,01,0,0,t-sme
3446a559-15f9-491b-8476-6d32e4154c93,01,0,1,tenders
3446a559-15f9-491b-8476-6d32e4154c93,01,0,1,t-sme
3446a559-15f9-491b-8476-6d32e4154c93,01,0,0,t-no-eea
3446a559-15f9-491b-8476-6d32e4154c93,01,0,0,t-oth-eea
3446a559-15f9-491b-8476-6d32e4154c93,01,0,1,t-esubm
381fc019-557a-4388-a9a4-a8e7afcb1741,01,0,4,
fad97142-b443-4bd9-b7aa-c486345187b3,01,0,5,tenders
fad97142-b443-4bd9-b7aa-c486345187b3,01,0,5,t-esubm
fad97142-b443-4bd9-b7aa-c486345187b3,01,0,5,t-sme
51971ae6-9e49-4e37-ae18-5812dd49561d,01,0,6,t-esubm
f51cf9c9-f534-4b55-b11e-79c7e00fc1b2,01,0,3,
29715cba-4b1c-4a79-a013-53b23c164720,01,0,2,
29715cba-4b1c-4a79-a013-53b23c164720,01,0,0,
1c27c316-9b14-4594-907e-d95f38ed204e,01,0,1,tenders
1c27c316-9b14-4594-907e-d95f38ed204e,01,0,1,t-esubm
1c27c316-9b14-4594-907e-d95f38ed204e,01,0,1,t-sme
2f19d346-0db3-412c-b8a2-9dd0c007b0a8,01,0,9,tenders
2f19d346-0db3-412c-b8a2-9dd0c007b0a8,01,0,9,t-esubm
2f19d346-0db3-412c-b8a2-9dd0c007b0a8,01,0,9,t-sme
2f19d346-0db3-412c-b8a2-9dd0c007b0a8,01,1,10,tenders
2f19d346-0db3-412c-b8a2-9dd0c007b0a8,01,1,10,t-esubm
2f19d346-0db3-412c-b8a2-9dd0c007b0a8,01,1,10,t-sme
2f19d346-0db3-412c-b8a2-9dd0c007b0a8,01,2,10,tenders
2f19d346-0db3-412c-b8a2-9dd0c007b0a8,01,2,10,t-esubm
2f19d346-0db3-412c-b8a2-9dd0c007b0a8,01,2,10,t-sme
2f19d346-0db3-412c-b8a2-9dd0c007b0a8,01,3,9,tenders
2f19d346-0db3-412c-b8a2-9dd0c007b0a8,01,3,9,t-esubm
2f19d346-0db3-412c-b8a2-9dd0c007b0a8,01,3,9,t-sme
6db5929d-a517-43ed-9fe9-fb670fd9e694,01,0,2,
7dbb6c22-daf6-4e56-946f-922a05548229,01,0,2,
7dbb6c22-daf6-4e56-946f-922a05548229,01,0,0,
ec83e767-8a08-4384-b1f9-7c970236efa0,01,0,6,tenders
80675cc9-565a-4b93-816d-55b5930a0bb8,01,0,2,
79800511-1d4b-4ad3-8c60-fd255ab125b3,01,0,1,
d31e5a38-d43a-4547-8973-c3590bacd62e,01,0,1,
d31e5a38-d43a-4547-8973-c3590bacd62e,01,0,0,
d31e5a38-d43a-4547-8973-c3590bacd62e,01,1,1,
d31e5a38-d43a-4547-8973-c3590bacd62e,01,1,0,
ad9eaa7a-3247-485c-859d-ec19a1263c6b,01,0,3,
ad9eaa7a-3247-485c-859d-ec19a1263c6b,01,0,2,
ad9eaa7a-3247-485c-859d-ec19a1263c6b,01,0,0,
ad9eaa7a-3247-485c-859d-ec19a1263c6b,01,0,1,
830c6da5-b6b1-4631-a98e-1f52d628be32,01,0,8,tenders
6726f720-afb1-4713-9d79-16afcdf8bc54,01,0,3,tenders
6726f720-afb1-4713-9d79-16afcdf8bc54,01,0,3,t-esubm
6726f720-afb1-4713-9d79-16afcdf8bc54,01,0,3,t-sme
bf0fdfde-8f62-4b1a-a947-5a92338c95b6,01,0,9,tenders
bf0fdfde-8f62-4b1a-a947-5a92338c95b6,01,0,9,t-esubm
bf0fdfde-8f62-4b1a-a947-5a92338c95b6,01,0,9,t-sme
c92fe955-e074-45e2-b270-ab63af8a6e30,01,0,4,tenders
ec07ce3b-6024-4d6e-b732-6f5218b332b4,02,0,18,tenders
ec07ce3b-6024-4d6e-b732-6f5218b332b4,02,0,14,t-sme
ec07ce3b-6024-4d6e-b732-6f5218b332b4,02,0,0,t-oth-eea
ec07ce3b-6024-4d6e-b732-6f5218b332b4,02,0,0,t-no-eea
ec07ce3b-6024-4d6e-b732-6f5218b332b4,02,0,18,t-esubm
2e39367e-8a41-4431-a32e-ad0a284f236e,02,0,2,tenders
c3c3c991-ddef-4be9-8019-79e0977619b1,01,0,3,
8a5794f3-558e-4156-86a7-1950acb1d1e6,01,0,1,tenders
8a5794f3-558e-4156-86a7-1950acb1d1e6,01,0,0,t-sme
8a5794f3-558e-4156-86a7-1950acb1d1e6,01,0,0,t-oth-eea
8a5794f3-558e-4156-86a7-1950acb1d1e6,01,0,0,t-no-eea
8a5794f3-558e-4156-86a7-1950acb1d1e6,01,0,0,t-esubm
01a0a4d3-42d3-44f0-b13d-d8b56e99fc69,01,0,0,tenders
