noticeIdentifier,noticeVersion,crossBorderLaw,procedureType,procedureFeatures,procedureAccelerated,lotsMaxAllowed,lotsAllRequired,lotsMaxAwarded
bef6cc00-924a-4e51-a18e-0439bd51379d,01,,open,,false,,,
a1ee4560-73ee-44ca-879c-b81b4a3e500b,01,,open,,false,2,,2
e336f93b-93c1-488d-ab33-497cd88996cf,01,,open,,false,,,
deebdf92-64cc-4802-981c-de0c3eef80e2,01,,neg-w-call,,,,,
975a9fd6-729e-45a6-b6e0-5042d1b52752,01,,neg-w-call,,false,,,
907f675f-60c4-4f5c-a630-1b14f3ce81f7,01,,open,,false,,,
6a370408-13db-4e37-84b8-9a80e96a5610,01,,open,,false,,,
c9c6916d-697f-4b01-b55a-5cb570bbc304,01,,neg-w-call,,false,,,
d915e6fc-98f1-4026-b89a-ca71511550d7,01,,open,,false,2,,
7b607828-d2b7-4030-b1f8-ccfa850420c5,01,,open,,false,,,
de166c56-23c7-4c31-9f0e-9846fb8ea264,01,,open,,,,,
05406422-b01c-4501-81f5-f3a35c83851f,01,,open,,false,,,
32a921fc-6099-482a-b50f-05bab94d8660,01,'-,neg-w-call,,false,,,
671a062d-0e72-4040-807f-446ce257be29,01,,open,,false,,,
b8d6782f-fde0-4efd-88f2-7be05e488c82,01,,open,,false,,,
01a0a017-b599-47f5-bb96-ad3a5279dfb2,01,deutsches Recht,open,,false,,,
13749400-50bc-453b-af41-538d48435248,01,,neg-w-call,"Wir weisen darauf hin, dass die VO (EU) 2022/576 zur Änderung der VO (EU) Nr. 833/2014 Anwendung findet und Unternehmen, die den Sanktionsmaßnahmen in Art. 5k der VO (EU) 2022/576 unterfallen, aus dem Vergabeverfahren ausgeschlossen werden.
Der Auftraggeber hat die Deutsche Bahn AG, Zentraleinkauf, bevollmächtigt, im Rahmen des Vergabeverfahrens bei der Entgegennahme sowie Abgabe von Willenserklärungen (insbesondere der Zuschlagserteilung) in Vertretung und mit Vollmacht des Auftraggebers zu handeln.
Fragen zu den Vergabeunterlagen oder dem Vergabeverfahren sind so rechtzeitig zu stellen, dass dem Auftraggeber unter Berücksichtigung interner Abstimmungsprozesse eine Beantwortung spätestens sechs Tage vor Ablauf der Frist zur Angebotsabgabe bzw. zur Einreichung der Teilnahmeanträge möglich ist. Der Auftraggeber behält sich vor, nicht rechtzeitig gestellte Fragen gar nicht oder innerhalb von weniger als sechs Tagen vor Ablauf der Frist zur Angebotsabgabe bzw. zur Einreichung der Teilnahmeanträge zu beantworten.///
Der Auftraggeber behält sich die Anwendung von §§ 123, 124 GWB vor. ///
Bei Abgabe eines Teilnahmeantrages oder Angebots, in Form einer Bietergemeinschaft, sollten sich die Bietergemeinschaften vor ab im Vergabeportal der DB AG registrieren lassen. Die Teilnahme am
Verfahren setzt die unveränderte Zusammensetzung der im Teilnehmerwettbewerb zugelassenen Bietergemeinschaften voraus. Der Zusammenschluss der im Teilnehmerwettbewerb zugelassenen
Einzelbieter zu Bietergemeinschaften ist nicht zulässig. ///

Die Beschaffende Stelle behält sich vor, ohne weitere Verhandlungen auf eines der eingegangenen Angebote den Zuschlag zu erteilen.
Im Falle von Verhandlungen erfolgen diese nur mit den Bietern, welche die wirtschaftlichsten Angebote auf Grundlage aller Zuschlagskriterien unterbreitet haben. ///

Der Bieter verpflichtet sich, auf Verlangen die Kalkulation zum Angebot vor der Vergabe vorzulegen. Die Kalkulation muss für den AG vor der Vergabe einsehbar sein. ///",false,,,
d944448a-9232-41c7-b2a5-5ba1ef6b0c51,01,,open,,false,,,
46665f56-3961-43b7-9815-fee8452fef01,01,,open,,false,,,
515eea47-64b4-43a9-b2b1-fdb7d7895ef0,01,,neg-w-call,,false,,,
441bf2d2-b2ab-4701-85af-025a1d352a34,01,,open,,false,,,
5872a17b-44fb-4261-96de-d8513acb1c67,01,,open,Offenes Verfahren zur Vergabe von Dienstleistungen zur Sammlung und zum Transport von Haushaltsabfällen im Gemeindegebiet Rommerskirchen. Die Leistungen umfassen die Sammlung und Beförderung der in der Leistungsbeschreibung näher bezeichneten Abfallarten; die Entsorgung ist nicht Gegenstand dieses Auftrags.,false,,,
1ac5b191-c43e-4f22-9002-0d527b55fcd2,01,,open,,false,,,
c04ac815-abf6-4327-b5a9-43ba95631cae,01,,open,,false,,,
a963e896-11ba-49ba-b2e8-8717d30a7a31,01,,open,,false,,,
4d11e71f-98dd-451f-b082-d5af534b3236,01,,,,,,,
93613bd8-3bcd-4118-bbce-f56adce48bb4,01,,open,,false,,,
5bace31b-17d6-4672-a429-62870fd8e5a5,01,,open,,false,4,,4
b6d328f5-cd55-4d41-9421-3734043c6787,01,,open,,false,,,
eca54e1b-066b-4624-9b25-52c469e4b387,01,,neg-w-call,,false,,,
2bbbdc07-fa5f-4af9-99a4-7b2e9248396f,01,,open,,false,,,
31817d6c-02a0-4088-8949-b5a7f9edc13e,01,,restricted,,false,,,
1604bfc0-df6f-4412-a9b8-6bbff0548131,01,,open,,false,,,
7a2bc9a7-8015-4b5e-b0de-841f3a78496b,01,,open,,false,,,
f1f4f430-22aa-4217-9c09-8d7d94a5516c,01,,neg-w-call,,false,,,
452cdf46-ea32-4091-af28-6a63ef8c9c74,01,,open,,false,,,
0154f570-03d0-4766-90ab-501c3e9c9727,01,,neg-w-call,"Der Auftraggeber hat für die Einreichung der Teilnahmeanträge einen Bewerbungsbogen erstellt. Der Bewerbungsbogen ist über die Vergabeplattform des AG nach Registrierung herunterzuladen. Die Teilnahmeanträge sind in allen Bestandteilen in deutscher Sprache in Textform über die Vergabeplattform des Auftraggebers einzureichen, bei fremdsprachigen Dokumenten mit deutscher Übersetzung. Der Auftraggeber wird die frist- und formgerecht eingegangenen Teilnahmeanträge zunächst auf Vollständigkeit prüfen. Der Auftraggeber behält sich nach § 51 Abs. 2 SektVO unter Einhaltung der Grundsätze der Transparenz und der Gleichbehandlung vor, die Bewerber aufzufordern, fehlende, unvollständige oder fehlerhafte unternehmensbezogene Unterlagen oder sonstige Nachweise nachzureichen, zu vervollständigen oder zu korrigieren. Der Auftraggeber wird anschließend die vollständigen und fristgerecht eingegangenen Teilnahmeanträge inhaltlich prüfen. Unbeschadet etwaiger Mindestanforderungen wird der Auftraggeber inhaltlich prüfen, ob die grundsätzliche Eignung des Bewerbers nach den benannten Eignungsunterlagen vorliegt. Kann im Ergebnis die grundsätzliche Eignung nicht bejaht werden, wird der Teilnahmeantrag nicht berücksichtigt. Die Eignungsprüfung bezieht sich auch auf die Einhaltung etwaiger Mindestanforderungen an die Eignung.  Der Auftraggeber behält sich vor, die veröffentlichten informatorischen Vergabeunterlagen anzupassen und den ausgewählten Bewerbern eine überarbeitete Fassung der Vergabeunterlagen, insbesondere der Leistungsbeschreibung zur Verfügung zu stellen. Der Auftraggeber behält sich nach § 15 Abs. 4 SektVO vor, den Auftrag auf der Grundlage der Erstangebote zu vergeben, ohne in Verhandlungen einzutreten.",false,,,
e4ea949f-6d96-43b3-ba0f-8f48f6c8c175,01,CrossBorderLaw,open,,false,3,,3
ea96b9d2-128d-4482-bda5-b62255a3569c,01,,,,,,,
d96a9962-729c-44a2-a060-f4fa4fa5caa6,01,,open,,false,,,
e43bf811-04c1-4456-a92e-b8059fc60905,01,,open,,false,,,
c1bb7efc-f32e-4d8a-a28b-7c7768dba9c8,01,,open,,true,,,
bcfd3845-ebc1-44b8-9c34-c2d124b10fe7,01,,open,,false,,,
9a1b2062-053c-47dc-bc6c-b4cd4604c5f2,01,,open,,false,,,
2f51da30-ace1-438c-87f3-d453fea657eb,01,,open,,false,,,
89a419d8-3f95-4702-993f-d8beec8f6caa,01,,open,,false,,,
ddcd7ad8-87a6-4630-8e5c-2b280cfcc3dc,01,,open,,false,,,
f9130abe-6656-41ee-90e5-fa88244bc975,01,,open,,false,,,
0e1e53c6-2e9a-43e0-b379-157699a278b1,01,,,,,,,
99e8a48e-55be-4c76-b600-3777e7cba28e,01,,open,,false,,,
a32e0e5f-cbf6-4bc8-9fe1-c6a3af7ef5f3,01,,open,,false,,,
db17c97d-c656-41ab-a10b-25b187f9f62b,01,,neg-w-call,,false,,,
9a166902-52db-4456-b8e2-5fe3f2c51e39,01,,open,,,,,
d108fbfa-8380-49ee-89d5-e5b47b1b8533,01,,open,,false,,,
c214e855-82c8-4204-94b5-4a8bc3c188b8,01,"'-
Diese Rechtsvorschrift wird nicht angewendet.",open,,false,,,
80fc2cde-cc93-4d94-8f2e-8a53c6c4a93c,01,,open,,false,2,,2
f2f288d1-4d81-4487-abf7-c6bd0c996e22,01,entfällt,neg-w-call,,false,,,
d66220d5-2fb6-4e0a-b885-ebd544cee9e6,01,,open,,false,,,
00d958fa-1508-46e7-8b03-2e3cfab170a4,01,,neg-w-call,"Die Auswahl der Bewerber, die zur Verhandlung / Angebotsabgabe aufgefordert werden, erfolgt in einem mehrstufigen Prozess. Dieser beginnt mit einem Teilnahmewettbewerb, nach welchem sich die Angebotsphase anschließt: 1) Im Rahmen des Teilnahmewettbewerbs werden alle Bewerbungen hinsichtlich form- und fristgerechter Einreichung geprüft. 2) Anschließend erfolgt die Eignungsprüfung der Bewerber hinsichtlich Fachkunde und Leistungsfähigkeit auf der Grundlage der vorgelegten Angaben und Unterlagen. Es wird u.a. geprüft, ob die Bewerber die geforderten Mindeststandards gem. Ziffer 7 der Datei ""Aufforderung zum Teilnahmewettbewerb"" sowie die Bedingungen für den Auftrag gem. Bekanntmachung erfüllen. 3) Es werden max. 5 Bewerber zur Abgabe eines Angebotes aufgefordert. Sollten nach erfolgter Eignungsprüfung mehr als 5 geeignete Bewerber zur Verfügung stehen, erfolgt eine Wertung der eingereichten Bewerbungen anhand der Wertungskriterien und deren Gewichtung gemäß Ziffer 7.2 der Datei ""Aufforderung zum Teilnahmewettbewerb"". Die Wertung erfolgt anhand der mit dem Teilnahmeantrag eingereichten Unterlagen. Im Anschluss an diese Wertung werden in der Angebotsphase mind. 3 und max. 5 Bewerber mit der höchsten Punktzahl zur Abgabe eines Angebotes aufgefordert. 4) Sollte aufgrund von Punktgleichheit mehr als 3 bzw. 5 Bewerber auf den ersten 3 bis 5 Rängen der Wertung liegen, wird ein Losverfahren durchgeführt.",false,,,
68799396-9c0b-41bc-84f6-3c646b99051e,01,,open,,false,,,
6c0e64fd-a181-465d-a3ad-b4585d2758dd,01,,open,,false,,,
172ae66a-09d6-41d6-aa39-f7a293f9a600,01,,open,,false,,,
f183c2f1-a1f6-4252-8ac6-5866d30c6ca4,01,,open,"Die Beauftragung der ausgeschriebenen Leistung erfolgt im Rahmen eines EU-weiten offenen Verfahrens gemäß den Vorschriften des Abschnitts 1 und 2, Unterabschnitts 2 der Vergabeverordnung (VgV) i.V.m. Teil A Abschnitt 2 der Vergabe- und Vertragsordnung für Bauleistungen - Ausgabe 2019 (VOB/A - EU).  Das offene Verfahren ist ein Verfahren, in dem der öffentliche Auftraggeber eine unbeschränkte Anzahl von Unternehmen öffentlich zur Abgabe von Angeboten auffordert.  Der Zuschlag wird auf das wirtschaftlichste Angebot erteilt.",false,,,
38598773-63fb-48eb-b6aa-a255ff4040fa,01,,neg-w-call,,false,,,
3678614b-4cd2-4a0b-9d07-b3bf8b21c1cb,01,,,,,,,
08ecd73b-ffc2-45a7-8132-f92a89d11b94,01,,open,,false,,,
c4745a16-5769-4144-a01f-0802676c2ac0,01,,open,,false,,,
de9b5ae4-c01d-4d0c-acfa-5a1de3ff16a4,01,,open,"Offenes Verfahren nach VgV zur Vergabe von Dienstleistungen im Bereich Arbeitssicherheit und Gesundheitsschutz. Der Zuschlag wird auf das wirtschaftlichste Angebot auf Grundlage des besten Preis-Leistungs-Verhältnisses erteilt. Die Zuschlagskriterien sind Preis (40 %) und Qualität (60 %). Die weiteren Einzelheiten zum Verfahren, zu den Eignungsanforderungen, den Zuschlagskriterien und zur Leistungserbringung ergeben sich aus den Vergabeunterlagen.",false,,,
9a8ae6f7-4ea4-4b56-a73e-05759cff10a9,01,,open,,,,,
f6da07ed-feae-40a5-9eac-0aa287f95e78,01,,open,,false,,,
6f7f8e44-08f4-4d44-9904-cd2117e84eee,01,,neg-w-call,"1. Das vom Auftraggeber durchgeführte Verfahren ist ein Verhandlungsverfahren mit vorgeschaltetem Teilnahmewettbewerb nach Maßgabe der VgV. Die vergaberechtlichen Grundsätze der Transparenz des Verfahrens und der Gleichbehandlung aller Bewerber und Bieter werden im gesamten Verfahren streng beachtet.   2. Die Vergabeunterlagen enthalten weitere Informationen über den Beschaffungsbedarf des öffentlichen Auftraggebers, insbesondere Angaben zu Eignungs- und Zuschlagskriterien. Die Vergabeunterlagen sind von Beginn des Verfahrens an über die angegebene Internetplattform abrufbar.  3. Diese Bekanntmachung leitet den vorgeschalteten Teilnahmewettbewerb ein. Die für die Teilnahme am Verfahren erforderlichen Formulare können über den angegebenen Link heruntergeladen werden.  4. Im Anschluss an den Teilnahmewettbewerb werden die ausgewählten Bewerber zur Abgabe eines Angebotes auf Basis der Vergabeunterlagen aufgefordert.   5. Der Auftraggeber behält sich vor, den Auftrag auf der Grundlage der Erstangebote zu vergeben, ohne in Verhandlungen einzutreten.  - Fortsetzung unter zusätzliche Informationen -",true,,,
63de9706-6f8e-416b-9d0c-617396a34c87,01,,,,,,,
8014ade7-eefd-4ab9-b5aa-c3f0725bdf40,01,,neg-w-call,,false,,,
f77e1a90-902b-4f00-8bbc-42e977721d7f,01,,open,,false,,,
fb71ece0-27b2-42e6-8bcd-e8707b08ac24,01,,neg-w-call,,false,,,
29c52430-b029-4424-8ca7-24374715bf58,01,,open,,false,,,
4b6da03a-87a6-453f-a25a-669cc405f290,01,,open,,false,,,
4ad66f02-72eb-45a0-95b6-68f73ee7e093,01,,neg-w-call,,false,,,
b7d8db51-786a-4c0a-9bb5-cf046d701d5b,01,,neg-w-call,,false,,,
3416f20b-ef8f-4c6f-93f1-ccdaad7ed079,01,,open,,false,2,,2
c08a2d81-686f-463a-8dba-252b629bfd0a,01,,open,Offenes Verfahren,,14,,5
4e332a71-bcc9-4ecd-8802-5dbb477b85e3,01,,open,"§ 12 KonzVgV. 
Verhandlungsverfahren ohne Teilnahmewettbewerb:
Nach Eingang der Angebote erfolgt die Prüfung und Bewertung der eingegangenen Unterlagen. Im 
Anschluss werden mit allen Bietern Verhandlungen geführt. Die dabei erzielten Verhandlungsergebnisse 
werden in die jeweiligen Vertragsunterlagen eingearbeitet und die Verträge entsprechend angepasst. 
Auf Basis der abgestimmten Vertrags- und Verhandlungsergebnisse wird abschließend eine finale 
Angebotsabfrage bei den Bietern durchgeführt. Die daraufhin eingegangenen finalen Angebote bilden die 
Grundlage für die abschließende Bewertung und weitere Vergabeentscheidung.",,,,
ea2006a9-9224-467d-865e-5dd8134a2dbd,01,,open,,false,,,
921b9e0b-9696-467e-a913-ccc15ad1abe6,01,,open,,false,,,
28c8aa4c-208a-46f3-b333-35c568928d49,01,,open,,false,,,
7974c8fb-a1a8-4c8a-a703-742399e2eca0,01,,open,,false,,,
ed0a655f-db5b-484a-9441-0a84ea90eb6c,01,,open,,false,,,
41a21091-13a1-4673-a9eb-5fa733cadcc1,01,,open,,false,6,,6
e4037a44-d382-4130-95c5-b24bacec472a,01,,open,,false,,,
0991a754-c9fb-47f7-841c-63d3e0dbf409,01,,open,,false,,,
4c566805-3ed7-43b2-8ce1-71ad7da16729,01,,neg-wo-call,,,,,
9064fef8-44a9-45f0-8afc-b6f1dc65cac4,01,,neg-w-call,,false,,,
a5c274cd-00ec-4f70-9018-5d0604857d3f,01,,neg-w-call,,false,2,,2
403a86dd-da15-41c7-934d-8cb2d71dfc0e,01,,open,,false,,,
3f142d74-b342-4a09-8751-0e24d8730a44,01,,open,,false,6,,6
1ae6335f-2b2f-4554-abf4-993aa797aea1,01,,neg-w-call,,,,,
01a3c317-3099-4370-8c57-b8578c02eec7,01,,neg-w-call,,false,,,
d5ddbef6-2140-4c2a-8864-c07abe57cb37,01,,open,,false,,,
e4e39e7b-6fec-4f52-b6a0-57445932f388,01,,open,,false,,,
531ef96a-411b-4e8d-9e60-ba326a97f149,01,,open,,false,,,
d3432434-d211-4b5e-a23f-82df491ed7e6,01,,open,,false,,,
a3beabad-c6af-4c42-804c-bbcc86f3b382,01,,open,,false,,,
b24c4956-df4a-4280-851f-1a21bc105482,01,,open,,false,,,
5024b561-9182-4174-8d54-bee71dd951b7,01,,neg-w-call,,false,,,
21d51fc0-d44e-49b6-994b-e6a9ecc383cd,01,,open,,false,,,
df00f846-986d-43e7-ad47-14eaf79dc6fc,01,'-,neg-w-call,,false,,,
79c1dce7-77d6-41e7-9836-2f9005e66ae3,01,,neg-wo-call,,,,,
9019b0c5-b6a7-40dc-9662-3f3615c31234,01,,open,,false,,,
eb0d1ca3-431e-4780-896b-0e67b20290a0,01,'-,neg-w-call,,false,,,
f3dbf992-f72d-453e-91fa-e4875a88efd7,01,,open,,false,,,
697d148e-d366-4d4c-a115-5476bbf2f0ac,01,,open,,false,,,
28dac269-fd17-419e-afc3-18b5e18ac138,01,,neg-wo-call,"Verhandlungsverfahren ohne Teilnahmewettbewerb nach § 14 Abs. 4 VgV, Voraussetzung für einen Verzicht auf Wettbewerb nach § 14 Abs. 4 Nr. 2 b VgV liegen vor",,,,
e3ca66ee-8c29-4425-ae6d-250aeb67f87a,01,,open,,false,,,
50e20b67-265d-4b6d-a1cc-a2c8cab29bd0,01,,open,,false,,,
19472414-7e91-4b88-ac14-f8a29741a6f5,01,,,,,,,
8d9ec30c-94f5-42b1-8ed0-44602bf43431,01,,open,,false,,,
c2602d20-d12b-49c1-97bb-ab127e523c19,01,,open,,false,,,
c804d707-ce16-4d9e-a0ff-1fc1acf61105,01,,open,,false,,,
b49f51c2-db9f-42aa-ba47-8275f2b947ab,01,,neg-w-call,,false,,,
1077025c-9104-45b0-8184-c7b1e3d129a7,01,,open,,true,,,
499397aa-ef0e-4e1b-abc0-fc43d36f22b4,01,,open,,false,,,
7b8f6aaa-7500-4a2b-8907-776408f3a189,01,,neg-wo-call,,,,,
ff280699-9dcb-44bd-9cc0-5be2fb8bc31d,01,,open,,false,,,
63841dbe-939a-4d6b-a36e-3bb9f4a67060,01,,open,,false,,,
f0460a11-fd44-40db-82c9-78fb4582a636,01,,neg-w-call,"Das Verfahren wird zweistufig in der Form eines Verhandlungsverfahrens mit Teilnahmewettbewerb nach § 74 VgV i. V. m. § 17 VgV durchgeführt. Dieses besteht in der ersten Stufe aus einem öffentlichen Teilnahmewettbewerb mit der Feststellung der Bewerber auf Mindesteignung und Auswahl geeigneter, fachkundiger und leistungsfähiger Unternehmen für die sich als zweite Stufe anschließende Angebotserarbeitungs- und Verhandlungsphase. Die Angebotserarbeitungsphase beginnt mit der Aufforderung der ausgewählten Teilnehmer. Nach der Aufforderung erstellen die Teilnehmer ein Honorarangebot und eine Präsentation. Die Bieter, die fristgemäß ein dem Aufforderungsschreiben entsprechendes Angebot abgegeben haben, werden zu einem Bietergespräch eingeladen. In diesem Gespräch erhalten die Bieter die Möglichkeit, ihre Vorstellungen zum Projektablauf und zur Projektorganisation, zur Kosten- bzw. Terminkontrolle sowie zur Qualitätssicherung darzustellen und die Erfahrungen und Fachkunde des Projektteams anhand bisher abgeschlossener Projekte darzulegen und ihr Angebot kurz zu erläutern. Der Ablauf eines Bietergesprächs und die Bewertungs- bzw. Zuschlagskriterien für das Angebot sind in den Vergabeunterlagen Anlage A2 dargestellt. Der Auftraggeber behält sich vor, eine Optimierungsrunde durchzuführen, die im Anschluss an die Bietergespräche erfolgen kann. Gleichermaßen behält sich der Auftraggeber auch eine Auftragsvergabe auf Grundlage der Erstangebote gem. § 17 Abs. 11 VgV ausdrücklich vor.",false,,,
53e57289-7224-4e7c-b80e-e70c3eafd7ec,01,,open,,false,,,
36bf9a8d-d13a-42dc-92b3-0e5e314a39a6,01,,open,,false,3,,3
03ddf5d7-0650-411f-a1ac-d0fca9374811,01,,neg-w-call,,false,,,
93fe2072-3b93-4cfb-a11e-5e9a8297a9ee,01,,open,"Für Arbeitsmarktdienstleistungen werden die regulären Verfahrensarten der Richtlinie 2014/24/EU angewendet (siehe§ 130 Abs. 1 GWB). Die Zuschlagskriterien und deren Gewichtung sind den Vergabeunterlagen zu entnehmen. Der Zuschlag wird auf das wirtschaftlichste Angebot erteilt. Grundlage dafür ist die Bewertung, ob und inwieweit das Angebot die in den Dateien A_Wertungshinweise und A_Bewertungsmatrix der Vergabeunterlagen vorgegebenen Zuschlagskriterien erfüllt. Das wirtschaftlichste Angebot bestimmt sich nach dem besten Preis-Leistungs-Verhältnis.",,,,
80b2687f-449b-49f2-b1e5-b2b8d7ea7196,01,,neg-w-call,,false,,,
87865198-cdf9-4dd6-bd2d-f1e92723c465,01,,,,,,,
22ada15a-2249-4bd4-a671-8e8897670f68,01,,,,,,,
bd7642d8-4463-4602-8602-19e6282d684c,01,,open,,false,,,
0010ea9b-1249-49d6-afe2-6a10ac0d7b74,01,,open,,false,,,
39e93420-e42a-4bb1-98d8-82065ded5ff7,01,,open,,false,,,
c7672e7d-503f-42ee-acc7-5406d8fa8918,01,,open,,false,,,
caa45dc9-fc51-462d-bba4-d63ab3b28536,01,,open,,false,,,
1dea86c8-4d21-4e3f-99ef-0c7b9affc2f3,01,,open,,false,,,
6e40078a-968e-4451-a6f9-0066cfea02be,01,,open,,false,,,
d0413b88-e4ff-4670-80a4-bd8c90178d61,01,,open,,false,,,
01a09f71-aedb-42a9-a01c-dcf8f6e6d57f,01,,open,,false,,,
36bd70d5-a3c2-46af-b6ad-fb9365b5cdc0,01,,open,,false,,,
fa3b2024-c9bd-45dc-89a1-59df6965bc46,01,,neg-w-call,,false,,,
a1922220-370b-4b20-9468-db1dcc39e4e2,01,"'-
Diese Rechtsvorschrift wird nicht angewendet.",open,,false,,,
d8a37cbb-1fd9-4cdc-be92-43d9784ee74e,01,,neg-w-call,,false,,,
ddda550b-8e79-492f-8c1c-1f8558261896,01,,open,,false,3,,3
ab1a2196-3b3e-400c-88a6-8b410e918be1,01,,open,,false,,,
d9f6395a-527b-49cd-a0ec-bf43a062cdf0,01,,open,,false,,,
89cb5b35-440d-4641-86a9-c4d96eb3adc6,01,,,,,,,
9ae1067f-71f7-4ef3-874e-52d6c4dcad8c,01,,neg-w-call,,false,2,,
2a65f837-7dff-4d67-8571-a798cef1350f,01,,neg-w-call,,false,2,,
41d7ac31-f585-4156-af42-5415f9f2b774,01,,open,,false,,,
1d7eb9ce-d42c-41f0-a4f3-1cc0c4d87e20,01,,open,,false,,,
6b20f242-021d-4a08-8e14-0fc9b29a4e17,01,,open,,false,,,
947fc897-edd4-43ea-b443-63e8d47a9149,01,,open,,false,2,,2
f25e66fd-bd2e-4aea-b339-b37895bbf089,01,,open,,false,,,
d44abc03-50f0-4083-aab5-466efac05753,01,,neg-w-call,,false,,,
ed4e3ad6-5358-410f-8b45-9cbba1f7afef,01,,open,,false,4,,4
40c92953-19e6-4dd6-beac-39c302fd25cc,01,,,,,,,
49d4a12a-7b77-437a-a031-1d1260b427a4,01,,open,,false,,,
afeff892-c330-4fb8-973c-6b65d1d3c1c1,01,,open,,false,,,
49272a08-0469-437d-bf1f-ba641417f443,01,,open,,false,,,
01a0a3e8-422f-4756-96c5-d2a2a05e53bf,01,VgV,neg-w-call,,false,,,
76042013-ac39-4932-9f1a-4656a0011b6b,01,,,,,,,
a9f62a24-31b1-425a-b9aa-ca085ced8bf4,01,,open,"Für Arbeitsmarktdienstleistungen werden die regulären Verfahrensarten der Richtlinie 2014/24/EU angewendet (siehe § 130 Abs. 1 GWB). Die Zuschlagskriterien und deren Gewichtung sind den Vergabeunterlagen zu entnehmen. Der Zuschlag wird auf das wirtschaftlichste Angebot erteilt. Grundlage dafür ist die Bewertung, ob und inwieweit das Angebot die in den Dateien A_Wertungshinweise und A_Bewertungsmatrix der Vergabeunterlagen vorgegebenen Zuschlagskriterien erfüllt. Das wirtschaftlichste Angebot bestimmt sich nach dem besten Preis-Leistungs-Verhältnis.",,,,
20176d84-f18c-4068-b17c-d013cf0cfe0f,01,,open,,false,,,
eeb9ef5a-0b01-43d5-8496-53b81772b15d,01,,open,,false,,,
e4f3839a-4932-42c0-9b85-f1745d43c9c6,01,,open,,false,,,
